,FIRM GROWTH,ANNUAL SALES,INITIAL SALES,CREDIT ACCESS,_2015_a6b,,,,,,,,,,,,,,,,,,,,
,67%,2600000,2600000,,,,,,,,,,,,,,,,,,,,,,
,-60%,440640000,540000000,,,,,,,,,,,,,,,,,,,,,,
,52%,137000000,128000000,,,,,,,,,,,,,,,,,,,,,,
,36%,272000000,175000000,,,,,,,,,,,,,,,,,,,,,,
,64%,220000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,25%,7200000,7200000,,,,,,,,,,,,,,,,,,,,,,
,20%,59420000,60000000,,,,,,,,,,,,,,,,,,,,,,
,1%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,3%,375000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,0%,112000000,90000000,,,,,,,,,,,,,,,,,,,,,,
,9%,100000000,120000000,,,,,,,,,,,,,,,,,,,,,,
,4%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,33%,254400000,240000000,,,,,,,,,,,,,,,,,,,,,,
,-91%,18000000,18000000,,,,,,,,,,,,,,,,,,,,,,
,13%,85280000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,12%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,41%,200000000,30000000,,,,,,,,,,,,,,,,,,,,,,
,13%,4800000000,400000,,,,,,,,,,,,,,,,,,,,,,
,1020%,9600000,15000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,24000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,20%,28800000,14200000,,,,,,,,,,,,,,,,,,,,,,
,10%,120000000,60000000,,,,,,,,,,,,,,,,,,,,,,
,0%,320000000,180000000,,,,,,,,,,,,,,,,,,,,,,
,4%,693000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,100%,84000000,36000000,,,,,,,,,,,,,,,,,,,,,,
,-36%,28800000,100800000,,,,,,,,,,,,,,,,,,,,,,
,25%,18000000,22000000,,,,,,,,,,,,,,,,,,,,,,
,13%,18600000,21600000,,,,,,,,,,,,,,,,,,,,,,
,-33%,36000000,36000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2700000,350000,,,,,,,,,,,,,,,,,,,,,,
,-29%,76800000,57600000,,,,,,,,,,,,,,,,,,,,,,
,-30%,15000000,13000000,,,,,,,,,,,,,,,,,,,,,,
,50%,40000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,20%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,467%,33000000,25000000,,,,,,,,,,,,,,,,,,,,,,
,0%,128800000,100000000,,,,,,,,,,,,,,,,,,,,,,
,0%,36000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,25%,35000000,10000000,,,,,,,,,,,,,,,,,,,,,,
,0%,280000000,2000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2400000,600000,,,,,,,,,,,,,,,,,,,,,,
,25%,144000000,108000000,,,,,,,,,,,,,,,,,,,,,,
,43%,72000000,75000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,94000000,70000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,1.08E+12,9.4E+11,,,,,,,,,,,,,,,,,,,,,,
,79%,6.6E+11,5.55E+11,,,,,,,,,,,,,,,,,,,,,,
,-64%,75000000000,60000000000,,,,,,,,,,,,,,,,,,,,,,
,50%,3.2E+11,3E+11,,,,,,,,,,,,,,,,,,,,,,
,-94%,1.3E+12,1.1E+12,,,,,,,,,,,,,,,,,,,,,,
,-100%,750000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,100%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-11%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-80%,90000000,85000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,42%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-5%,750000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,68%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-36%,75000000000,83000000000,,,,,,,,,,,,,,,,,,,,,,
,-39%,11000000000,6570000000,,,,,,,,,,,,,,,,,,,,,,
,75%,20000000000,18000000000,,,,,,,,,,,,,,,,,,,,,,
,-2%,7117893000,5369892000,,,,,,,,,,,,,,,,,,,,,,
,-100%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-5%,90000000000,2.4E+11,,,,,,,,,,,,,,,,,,,,,,
,-10%,270000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,100%,Don't know (spontaneous),40000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,1040000000,995381000,,,,,,,,,,,,,,,,,,,,,,
,36%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,41%,2352000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,65000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,17%,100000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-33%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,3%,2000000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,30%,750000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,-4%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-50%,14400000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-23%,Don't know (spontaneous),45000000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,2500000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,10000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,100%,Don't know (spontaneous),6000000,,,,,,,,,,,,,,,,,,,,,,
,73%,40000000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,20400000,17000000,,,,,,,,,,,,,,,,,,,,,,
,11%,72500000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,5%,7200000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,31%,1200000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,1082%,Don't know (spontaneous),24000000,,,,,,,,,,,,,,,,,,,,,,
,18%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,25%,125000000,84000000,,,,,,,,,,,,,,,,,,,,,,
,1525%,180000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-10%,72000000,60000000,,,,,,,,,,,,,,,,,,,,,,
,12900%,25000000,25000000,,,,,,,,,,,,,,,,,,,,,,
,28%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-9%,60800000,80000000,,,,,,,,,,,,,,,,,,,,,,
,4%,48000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,8%,17200000,13000000,,,,,,,,,,,,,,,,,,,,,,
,-88%,4000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-17%,9400000,7000000,,,,,,,,,,,,,,,,,,,,,,
,0%,124000000,99000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,158000000,140000000,,,,,,,,,,,,,,,,,,,,,,
,11%,252000000,198000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,3600000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,500000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,20%,19000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-25%,72000000,33400000,,,,,,,,,,,,,,,,,,,,,,
,25%,90000000,60000000,,,,,,,,,,,,,,,,,,,,,,
,20%,87000000,60000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,25000000,50400000,,,,,,,,,,,,,,,,,,,,,,
,42%,Don't know (spontaneous),2500000000,,,,,,,,,,,,,,,,,,,,,,
,20%,21600000,14400000,,,,,,,,,,,,,,,,,,,,,,
,-15%,17280000,17280000,,,,,,,,,,,,,,,,,,,,,,
,60%,600000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,50000000,39000000,,,,,,,,,,,,,,,,,,,,,,
,60%,4800000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,111%,12000000,280000,,,,,,,,,,,,,,,,,,,,,,
,13%,9000000,5400000,,,,,,,,,,,,,,,,,,,,,,
,150%,1200000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,43%,Don't know (spontaneous),18000000,,,,,,,,,,,,,,,,,,,,,,
,-33%,2400000,36000000,,,,,,,,,,,,,,,,,,,,,,
,-88%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,8%,75000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,-31%,600000000,41000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,28800000,27000000,,,,,,,,,,,,,,,,,,,,,,
,1400%,24000000,30000000,,,,,,,,,,,,,,,,,,,,,,
,7%,57600000,64800000,,,,,,,,,,,,,,,,,,,,,,
,-20%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-40%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,1000000000,8000000,,,,,,,,,,,,,,,,,,,,,,
,50%,390000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,3%,66000000,66000000,,,,,,,,,,,,,,,,,,,,,,
,16%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,757%,20250000,12750000,,,,,,,,,,,,,,,,,,,,,,
,344%,42000000,36000000,,,,,,,,,,,,,,,,,,,,,,
,-16%,25000000,25000000,,,,,,,,,,,,,,,,,,,,,,
,-3%,30000000,36000000,,,,,,,,,,,,,,,,,,,,,,
,80%,42000000,42000000,,,,,,,,,,,,,,,,,,,,,,
,8%,12150000,15000000,,,,,,,,,,,,,,,,,,,,,,
,20%,63000000,48600000,,,,,,,,,,,,,,,,,,,,,,
,8%,84000000,48000000,,,,,,,,,,,,,,,,,,,,,,
,-1%,15000000,10200000,,,,,,,,,,,,,,,,,,,,,,
,-33%,48000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-26%,21000000,17850000,,,,,,,,,,,,,,,,,,,,,,
,0%,15000000,15000000,,,,,,,,,,,,,,,,,,,,,,
,-3%,172000000,158000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,67500000,45900000,,,,,,,,,,,,,,,,,,,,,,
,-33%,146000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,33%,54500000,45000000,,,,,,,,,,,,,,,,,,,,,,
,500%,120000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,40%,64800000,48000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,48000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-20%,27000000,27000000,,,,,,,,,,,,,,,,,,,,,,
,25%,200000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,5%,86000000,48000000,,,,,,,,,,,,,,,,,,,,,,
,-75%,192000000,8000000,,,,,,,,,,,,,,,,,,,,,,
,-88%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,2.00783E+11,1.30009E+14,,,,,,,,,,,,,,,,,,,,,,
,100%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,150%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,125%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-40%,100000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,60000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,25%,370000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,7%,150000000,108000000,,,,,,,,,,,,,,,,,,,,,,
,-36%,58000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,18%,125000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,50%,24000000,24000000,,,,,,,,,,,,,,,,,,,,,,
,20%,36000000,48000000,,,,,,,,,,,,,,,,,,,,,,
,20%,100000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,246%,96000000,96000000,,,,,,,,,,,,,,,,,,,,,,
,6%,18000000,18000000,,,,,,,,,,,,,,,,,,,,,,
,9%,8000000,5000000,,,,,,,,,,,,,,,,,,,,,,
,122%,57800000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,20%,27000000,27000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,24000000,18000000,,,,,,,,,,,,,,,,,,,,,,
,-66%,180000000,120000000,,,,,,,,,,,,,,,,,,,,,,
,122%,350000000,284000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,20000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,40000000000,28000000000,,,,,,,,,,,,,,,,,,,,,,
,14%,15000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,167%,19000000000,50000000000,,,,,,,,,,,,,,,,,,,,,,
,20%,2800000000,3080000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,12000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,290%,2000000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,166567%,2900000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,25%,7000000000,9000000000,,,,,,,,,,,,,,,,,,,,,,
,97%,180000000,96000000,,,,,,,,,,,,,,,,,,,,,,
,-10%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,78%,230000000,115000000,,,,,,,,,,,,,,,,,,,,,,
,27%,86000000,72000000,,,,,,,,,,,,,,,,,,,,,,
,0%,103000000,119300000,,,,,,,,,,,,,,,,,,,,,,
,20%,82000000,70000000,,,,,,,,,,,,,,,,,,,,,,
,11%,25000000,22000000,,,,,,,,,,,,,,,,,,,,,,
,11%,40000000,30000000,,,,,,,,,,,,,,,,,,,,,,
,29%,672000000,530000000,,,,,,,,,,,,,,,,,,,,,,
,-60%,163500000,179850000,,,,,,,,,,,,,,,,,,,,,,
,-4%,84000000,92000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,165000000,225500000,,,,,,,,,,,,,,,,,,,,,,
,-5%,800000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,50%,200000000,20000000,,,,,,,,,,,,,,,,,,,,,,
,91728%,200000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,126567%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,33%,600000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,83%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,209%,557000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,40%,480000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,18%,12000000,15000000,,,,,,,,,,,,,,,,,,,,,,
,-3%,92000000,72000000,,,,,,,,,,,,,,,,,,,,,,
,7%,1000000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,20%,25000000,13500000,,,,,,,,,,,,,,,,,,,,,,
,20%,18470000,14800000,,,,,,,,,,,,,,,,,,,,,,
,12%,50000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-16%,50400000,10800000000,,,,,,,,,,,,,,,,,,,,,,
,9%,57000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,33%,50000000,18000000,,,,,,,,,,,,,,,,,,,,,,
,508%,60000000,10000000,,,,,,,,,,,,,,,,,,,,,,
,67%,1800000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,35000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-25%,60000000,22000000,,,,,,,,,,,,,,,,,,,,,,
,25%,46400000,39600000,,,,,,,,,,,,,,,,,,,,,,
,6%,340000000,144000000,,,,,,,,,,,,,,,,,,,,,,
,50%,36000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-42%,50000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,50000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,44%,40000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-18%,62000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,37%,400000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,0%,45000000,23400000,,,,,,,,,,,,,,,,,,,,,,
,-9%,31000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,8%,51600000,624000000,,,,,,,,,,,,,,,,,,,,,,
,50%,43000000,18000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,60000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,88%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,150%,50000000,32000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,500000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,15100000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,10344720000,15335000000,,,,,,,,,,,,,,,,,,,,,,
,19%,420000000,310000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,820000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,53%,3000000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,58%,288000000,720000000,,,,,,,,,,,,,,,,,,,,,,
,592%,49200000,32400000,,,,,,,,,,,,,,,,,,,,,,
,44%,750000000,550000000,,,,,,,,,,,,,,,,,,,,,,
,-35%,295000000,180000000,,,,,,,,,,,,,,,,,,,,,,
,142757%,5000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,39%,2.4E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,133810%,19200000000,19000000000,,,,,,,,,,,,,,,,,,,,,,
,17%,2.45E+11,2.38E+11,,,,,,,,,,,,,,,,,,,,,,
,16%,4.4E+12,4.4E+12,,,,,,,,,,,,,,,,,,,,,,
,89%,6000000000,5500000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,12500000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,16%,2E+12,1.5E+12,,,,,,,,,,,,,,,,,,,,,,
,25%,2000000000,22000000000,,,,,,,,,,,,,,,,,,,,,,
,167%,5400000000,4800000000,,,,,,,,,,,,,,,,,,,,,,
,100%,84000000000,75000000000,,,,,,,,,,,,,,,,,,,,,,
,7%,12000000000,8500000000,,,,,,,,,,,,,,,,,,,,,,
,25%,10800000000,9600000000,,,,,,,,,,,,,,,,,,,,,,
,32%,5.6E+11,50000000000,,,,,,,,,,,,,,,,,,,,,,
,150%,600000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,-32%,240000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,-23%,2.2E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,6%,72000000000,72000000000,,,,,,,,,,,,,,,,,,,,,,
,-21%,38800000000,37200000000,,,,,,,,,,,,,,,,,,,,,,
,17%,8E+11,8.5E+11,,,,,,,,,,,,,,,,,,,,,,
,26%,3E+11,1.5E+11,,,,,,,,,,,,,,,,,,,,,,
,-90%,35800000000,56000000000,,,,,,,,,,,,,,,,,,,,,,
,6%,1E+11,80000000000,,,,,,,,,,,,,,,,,,,,,,
,19%,450000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,26%,1000000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,-21%,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,4%,2500000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,-8%,3500000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,12%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-17%,12000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,-60%,300000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,1275%,17000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,200000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,-80%,600000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,-93%,540000000,540000000,,,,,,,,,,,,,,,,,,,,,,
,-57%,2500000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,-33%,100000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,-33%,500000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,100%,180000000,180000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,600000000,480000000,,,,,,,,,,,,,,,,,,,,,,
,-93%,100000000,70000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,120000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,1.4E+11,1.6E+11,,,,,,,,,,,,,,,,,,,,,,
,-20%,Don't know (spontaneous),1.28E+11,,,,,,,,,,,,,,,,,,,,,,
,-38%,9500000000,5300000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,87500000000,2.4E+11,,,,,,,,,,,,,,,,,,,,,,
,-20%,90000000000,60000000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,45000000000,7.5E+11,,,,,,,,,,,,,,,,,,,,,,
,-91%,4800000000,5.75E+12,,,,,,,,,,,,,,,,,,,,,,
,-14%,4E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,300%,74000000000,83600000000,,,,,,,,,,,,,,,,,,,,,,
,-16%,72000000000,3.64E+11,,,,,,,,,,,,,,,,,,,,,,
,-22%,58000000000,67430000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,2.1E+11,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-17%,1.024E+11,72100000000,,,,,,,,,,,,,,,,,,,,,,
,25%,1.35E+11,1.42E+11,,,,,,,,,,,,,,,,,,,,,,
,780%,3.024E+11,1.8E+11,,,,,,,,,,,,,,,,,,,,,,
,7%,10812000000,17000000000,,,,,,,,,,,,,,,,,,,,,,
,869%,43000000000,70000000000,,,,,,,,,,,,,,,,,,,,,,
,6%,35000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,50%,1.96E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,14%,1200000000,2.1E+12,,,,,,,,,,,,,,,,,,,,,,
,4%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,11%,72000000000,76000000000,,,,,,,,,,,,,,,,,,,,,,
,26%,2800000000,3100000000,,,,,,,,,,,,,,,,,,,,,,
,17%,24000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,5%,100000000,115000000,,,,,,,,,,,,,,,,,,,,,,
,8%,172000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,3%,1900000000,1400000000,,,,,,,,,,,,,,,,,,,,,,
,-1%,3500000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,2400000000,1700000000,,,,,,,,,,,,,,,,,,,,,,
,8%,72000000000,96000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,20000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,-88%,3500000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,1205000000,1807500000,,,,,,,,,,,,,,,,,,,,,,
,-10%,165000000,160000000,,,,,,,,,,,,,,,,,,,,,,
,12%,3650000000,2817000000,,,,,,,,,,,,,,,,,,,,,,
,10%,1200000000,1250000000,,,,,,,,,,,,,,,,,,,,,,
,35%,360000000,720000000,,,,,,,,,,,,,,,,,,,,,,
,8%,156600000,203580000,,,,,,,,,,,,,,,,,,,,,,
,-19%,300000000,375000000,,,,,,,,,,,,,,,,,,,,,,
,-52%,100000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,7%,300000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,624000000,360000000,,,,,,,,,,,,,,,,,,,,,,
,400%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,8%,40000000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-7%,180000000,180000000,,,,,,,,,,,,,,,,,,,,,,
,-22%,150000000,135000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,272000000,260000000,,,,,,,,,,,,,,,,,,,,,,
,0%,55000000000,42000000000,,,,,,,,,,,,,,,,,,,,,,
,1%,1.3E+13,1.1E+12,,,,,,,,,,,,,,,,,,,,,,
,-25%,1E+11,85000000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,50%,5E+12,4E+12,,,,,,,,,,,,,,,,,,,,,,
,-50%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,65000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,43%,4500000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,80000000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,23%,6.5E+11,5000000000,,,,,,,,,,,,,,,,,,,,,,
,-49%,46000000000,36000000000,,,,,,,,,,,,,,,,,,,,,,
,29%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,13%,50000000000,55000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,25%,5184000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,7000000,6500000,,,,,,,,,,,,,,,,,,,,,,
,-8%,36000000000,3E+11,,,,,,,,,,,,,,,,,,,,,,
,-25%,70000000,84000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,1000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-92%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-33%,1200000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,11%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,20%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,50%,2000000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,-5%,3000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,17%,120000000,144000000,,,,,,,,,,,,,,,,,,,,,,
,0%,3000000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,18%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,44%,450000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,13%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-61%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-10%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,50%,540000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
